Equipe,Espécie,DAP (cm),Ht (m),Hc (m),Folha,Comprimento (cm),Largura (cm)
9,Citrus limon,10.98169107,3.3,2,27,6.7,3.9
9,Citrus limon,10.98169107,3.3,2,28,6.4,4.3
9,Citrus limon,10.98169107,3.3,2,29,7.1,4
9,Citrus limon,10.98169107,3.3,2,30,7.4,4.6
9,Psidium guajava,15.62901541,9.50,2.70,1,7.4,4.9
9,Psidium guajava,15.62901541,9.50,2.70,2,11.3,5
9,Psidium guajava,15.62901541,9.50,2.70,3,13.3,6.1
9,Psidium guajava,15.62901541,9.50,2.70,4,11.2,6
9,Psidium guajava,15.62901541,9.50,2.70,5,12,6
9,Psidium guajava,15.62901541,9.50,2.70,6,11.5,5.3
9,Psidium guajava,15.62901541,9.50,2.70,7,10.2,5
9,Psidium guajava,15.62901541,9.50,2.70,8,12.7,5.7
9,Psidium guajava,15.62901541,9.50,2.70,9,12,5.2
9,Psidium guajava,15.62901541,9.50,2.70,10,9.5,4
9,Psidium guajava,15.62901541,9.50,2.70,11,11.4,5.2
9,Psidium guajava,15.62901541,9.50,2.70,12,12,5.3
9,Psidium guajava,15.62901541,9.50,2.70,13,11,4.9
9,Psidium guajava,15.62901541,9.50,2.70,14,10.3,4.4
9,Psidium guajava,15.62901541,9.50,2.70,15,12.4,4.4
9,Psidium guajava,15.62901541,9.50,2.70,16,11.2,4.4
9,Psidium guajava,15.62901541,9.50,2.70,17,11.5,4.6
9,Psidium guajava,15.62901541,9.50,2.70,18,11.3,5.3
9,Psidium guajava,15.62901541,9.50,2.70,19,11.5,5.6
9,Psidium guajava,15.62901541,9.50,2.70,20,9.6,51
9,Psidium guajava,15.62901541,9.50,2.70,21,8.4,4.2
9,Psidium guajava,15.62901541,9.50,2.70,22,11.2,5.5
9,Psidium guajava,15.62901541,9.50,2.70,23,10.9,4.3
9,Psidium guajava,15.62901541,9.50,2.70,24,11.1,4.8
9,Psidium guajava,15.62901541,9.50,2.70,25,11.3,5
9,Psidium guajava,15.62901541,9.50,2.70,26,12.5,5
9,Psidium guajava,15.62901541,9.50,2.70,27,11,4.8
9,Psidium guajava,15.62901541,9.50,2.70,28,11.5,4.8
9,Psidium guajava,15.62901541,9.50,2.70,29,10,4.7
9,Psidium guajava,15.62901541,9.50,2.70,30,8.6,4.2
10,Theobroma grandiflorum,36,14.3,2.2,1,26,9.5
10,Theobroma grandiflorum,36,14.3,2.2,2,23,8
10,Theobroma grandiflorum,36,14.3,2.2,3,24.5,8
10,Theobroma grandiflorum,36,14.3,2.2,4,27,8
10,Theobroma grandiflorum,36,14.3,2.2,5,20,7.5
10,Theobroma grandiflorum,36,14.3,2.2,6,23,9.5
10,Theobroma grandiflorum,36,14.3,2.2,7,24.5,8.5
10,Theobroma grandiflorum,36,14.3,2.2,8,23.5,8.5
10,Theobroma grandiflorum,36,14.3,2.2,9,25.5,8.5
10,Theobroma grandiflorum,36,14.3,2.2,10,18.5,8.5
10,Theobroma grandiflorum,36,14.3,2.2,11,27.5,12
10,Theobroma grandiflorum,36,14.3,2.2,12,22.5,8.5
10,Theobroma grandiflorum,36,14.3,2.2,13,25.5,9
10,Theobroma grandiflorum,36,14.3,2.2,14,23,7
10,Theobroma grandiflorum,36,14.3,2.2,15,30,8
10,Theobroma grandiflorum,36,14.3,2.2,16,23.5,8.5
10,Theobroma grandiflorum,36,14.3,2.2,17,25.5,9.5
10,Theobroma grandiflorum,36,14.3,2.2,18,24.5,10.5
10,Theobroma grandiflorum,36,14.3,2.2,19,27.5,7
10,Theobroma grandiflorum,36,14.3,2.2,20,23.5,7.5
10,Theobroma grandiflorum,36,14.3,2.2,21,23.5,9.5
10,Theobroma grandiflorum,36,14.3,2.2,22,28.5,7
10,Theobroma grandiflorum,36,14.3,2.2,23,29.5,10
10,Theobroma grandiflorum,36,14.3,2.2,24,28,8.5
10,Theobroma grandiflorum,36,14.3,2.2,25,23,8
10,Theobroma grandiflorum,36,14.3,2.2,26,20.5,10.5
10,Theobroma grandiflorum,36,14.3,2.2,27,24.5,10
10,Theobroma grandiflorum,36,14.3,2.2,28,22,7.5
10,Theobroma grandiflorum,36,14.3,2.2,29,25,8.5
10,Theobroma grandiflorum,36,14.3,2.2,30,28.5,9.7
10,Mangifera indica,26,8.6,1.7,1,24,5.5
10,Mangifera indica,26,8.6,1.7,2,24,5
10,Mangifera indica,26,8.6,1.7,3,24.5,6
10,Mangifera indica,26,8.6,1.7,4,22.5,5.5
10,Mangifera indica,26,8.6,1.7,5,25,5.5
10,Mangifera indica,26,8.6,1.7,6,24.5,5.5
10,Mangifera indica,26,8.6,1.7,7,30,6.5
10,Mangifera indica,26,8.6,1.7,8,25.5,6.5
10,Mangifera indica,26,8.6,1.7,9,25,6.3
10,Mangifera indica,26,8.6,1.7,10,21,4.3
10,Mangifera indica,26,8.6,1.7,11,26,5.7
10,Mangifera indica,26,8.6,1.7,12,17.5,4
10,Mangifera indica,26,8.6,1.7,13,23,5.5
10,Mangifera indica,26,8.6,1.7,14,25.5,6
10,Mangifera indica,26,8.6,1.7,15,24.5,6
10,Mangifera indica,26,8.6,1.7,16,24.5,5.5
10,Mangifera indica,26,8.6,1.7,17,22.5,5.7
10,Mangifera indica,26,8.6,1.7,18,24,5.7
10,Mangifera indica,26,8.6,1.7,19,21,5
10,Mangifera indica,26,8.6,1.7,20,18.5,5.3
10,Mangifera indica,26,8.6,1.7,21,26,5.5
10,Mangifera indica,26,8.6,1.7,22,21.5,5
10,Mangifera indica,26,8.6,1.7,23,21.5,4.3
10,Mangifera indica,26,8.6,1.7,24,26,5.5
10,Mangifera indica,26,8.6,1.7,25,21,4.7
10,Mangifera indica,26,8.6,1.7,26,19.5,4.7
10,Mangifera indica,26,8.6,1.7,27,18.5,4
10,Mangifera indica,26,8.6,1.7,28,21.5,4.5
10,Mangifera indica,26,8.6,1.7,29,30,6.7
10,Mangifera indica,26,8.6,1.7,30,30,6.3
